Base Pay,Job Role,Skills,Base Pay Range,sex,age,Mother_education,Father_education,Mother_job,Father_job,studytime,backlogs,tuition,pursue_higher_studies,Internet_usage,absences,SSC,HSC,Grad
86000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,27,2,1,Public,Health,2,0,Yes,Yes,Yes,4,11,12,13
70000,Technician,"Technical Skills, Problem-Solving, Attention to Detail, Manual Dexterity, Communication",10000-20000,Male,27,0,2,Public,Public,2,1,No,Yes,Yes,7,17,12,13
42000,Technician,"Technical Skills, Problem-Solving, Attention to Detail, Manual Dexterity, Communication",10000-20000,Female,22,0,3,Public,Public,1,0,Yes,Yes,Yes,10,13,15,17
96000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,24,1,2,Teacher,Teacher,3,0,Yes,Yes,Yes,8,13,14,15
38000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,27,1,2,Other,Teacher,1,1,Yes,Yes,Yes,2,12,10,17
45000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Female,30,3,0,Public,Teacher,4,1,No,Yes,No,14,16,16,17
80000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,28,2,1,Health,Public,3,0,Yes,Yes,Yes,7,16,14,15
32000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Female,27,2,1,Health,Teacher,2,1,Yes,Yes,Yes,9,14,15,16
60000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,30,1,2,Public,Public,2,1,Yes,Yes,Yes,5,14,12,13
42000,Technician,"Technical Skills, Problem-Solving, Attention to Detail, Manual Dexterity, Communication",10000-20000,Female,22,2,1,Public,Public,3,0,Yes,Yes,Yes,8,15,13,14
39000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,21,2,2,Public,Teacher,1,1,Yes,Yes,No,7,13,10,14
26000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,29,2,1,Public,Public,4,0,Yes,No,Yes,3,9,10,11
42000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,27,2,1,Public,Public,3,0,Yes,Yes,Yes,9,16,14,15
64000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Female,28,2,1,Teacher,Teacher,1,0,Yes,Yes,Yes,6,14,15,16
85000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Female,28,2,1,Health,Public,1,0,Yes,Yes,Yes,2,11,12,13
70000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Male,24,0,1,Public,Health,3,0,Yes,Yes,Yes,3,10,11,12
62000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Female,26,2,1,Public,Public,1,0,Yes,Yes,Yes,2,11,12,13
47000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,29,2,1,Public,Public,3,0,Yes,Yes,Yes,10,16,14,15
36000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,21,1,3,Other,Teacher,1,1,Yes,Yes,No,2,13,11,14
62000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,25,1,2,Public,Health,2,1,Yes,Yes,Yes,5,14,14,15
51000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,30,3,1,Teacher,Teacher,2,1,Yes,Yes,Yes,10,14,15,16
42000,Technician,"Technical Skills, Problem-Solving, Attention to Detail, Manual Dexterity, Communication",10000-20000,Female,22,2,1,Public,Public,3,0,Yes,Yes,Yes,8,12,15,16
80000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,28,1,2,At Home,Health,2,1,Yes,Yes,Yes,4,17,13,14
38000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Female,21,2,2,Public,Teacher,3,1,Yes,Yes,No,7,11,12,13
50000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,25,0,1,Public,Public,1,0,Yes,Yes,Yes,3,10,10,12
25000,Clerk,"Organizational Skills, Attention to Detail, Computer Skills, Communication, Time Management",10000-15000,Female,22,0,2,Public,Public,1,0,Yes,Yes,Yes,10,13,16,17
96000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,29,1,2,Teacher,Teacher,3,0,Yes,Yes,Yes,6,13,14,15
62000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,27,3,0,Public,Teacher,2,1,No,Yes,Yes,3,14,12,14
55000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,27,0,2,Health,Health,3,0,Yes,Yes,Yes,1,16,16,18
78000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,28,1,2,At Home,Health,1,1,Yes,Yes,Yes,9,13,16,17
28000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,27,1,2,Teacher,Public,2,1,Yes,Yes,Yes,2,14,12,13
36000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,24,3,0,Teacher,Teacher,3,1,No,Yes,No,12,15,16,17
78000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,27,1,2,At Home,Health,1,1,Yes,Yes,Yes,5,13,16,17
68000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,26,0,2,Teacher,Teacher,1,1,Yes,Yes,Yes,11,14,15,16
62000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,27,3,0,Public,Health,2,1,No,Yes,Yes,5,14,13,16
52000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Female,26,0,2,Public,Public,1,0,Yes,Yes,Yes,3,11,10,12
75000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,30,0,3,At Home,Health,1,1,No,Yes,Yes,12,11,15,18
55000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Female,25,3,0,Teacher,Teacher,3,1,No,Yes,No,13,14,15,16
26000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,24,2,1,Public,Public,4,0,Yes,No,Yes,4,9,10,11
55000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,26,0,1,Public,Public,1,0,Yes,Yes,Yes,3,10,10,12
45000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,27,3,0,Public,Teacher,1,1,No,Yes,No,3,14,11,14
65000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,24,1,2,Health,Public,3,0,No,Yes,Yes,11,15,14,13
50000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,29,0,1,Public,Public,1,0,Yes,Yes,Yes,7,14,15,16
62000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,27,0,1,Public,Public,2,1,Yes,Yes,Yes,5,14,12,13
39000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,23,1,3,Other,Teacher,1,1,Yes,Yes,No,2,13,11,14
35000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Female,21,1,3,Other,Teacher,1,0,Yes,Yes,Yes,10,13,15,18
95000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,28,1,2,Teacher,Teacher,3,0,Yes,Yes,Yes,8,13,14,15
45000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Male,28,2,1,Public,Public,3,0,Yes,Yes,Yes,9,16,14,15
60000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,24,2,2,Teacher,Public,2,0,Yes,Yes,No,5,10,11,12
80000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,31,0,2,Health,Health,3,1,Yes,Yes,Yes,4,18,13,15
38000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,23,1,3,Other,Teacher,1,1,Yes,Yes,No,1,13,11,14
42000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,27,0,1,Public,Public,1,0,Yes,Yes,Yes,10,13,14,15
35000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,21,1,3,Other,Teacher,1,1,Yes,Yes,No,2,13,11,14
60000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,30,1,2,Health,Teacher,3,0,Yes,Yes,Yes,1,18,14,15
62000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Female,23,2,2,Public,Teacher,1,1,Yes,Yes,Yes,10,13,15,16
65000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,24,1,2,Public,Health,2,1,Yes,Yes,Yes,5,14,15,16
75000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,28,3,0,Health,Health,3,0,Yes,Yes,Yes,7,16,14,16
28000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,22,2,1,Public,Public,3,0,Yes,Yes,Yes,9,12,13,14
70000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,27,1,2,Health,Public,2,1,Yes,Yes,Yes,12,14,15,16
43000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,24,0,2,Other,Teacher,1,1,Yes,Yes,No,0,13,11,14
53000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Female,26,3,0,Teacher,Teacher,3,1,No,Yes,No,13,14,15,16
68000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,23,2,1,Public,Health,3,0,Yes,Yes,Yes,7,14,14,15
60000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,27,2,0,Teacher,Public,2,0,No,Yes,Yes,5,13,12,13
74000,Teacher,"Subject Knowledge, Communication, Patience, Creativity, Classroom Management",30000-40000,Male,26,2,1,Public,Public,2,0,Yes,Yes,Yes,6,12,13,14
58000,Teacher,"Subject Knowledge, Communication, Patience, Creativity, Classroom Management",30000-40000,Female,25,0,2,Other,Health,1,1,Yes,Yes,Yes,9,13,15,16
40000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,22,1,3,Other,Teacher,1,1,No,Yes,No,5,13,11,12
45000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Female,30,2,1,Public,Public,3,0,Yes,Yes,Yes,9,16,14,15
75000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,30,0,3,At Home,Health,1,1,No,Yes,Yes,6,11,14,18
45000,Clerk,"Organizational Skills, Attention to Detail, Computer Skills, Communication, Time Management",10000-15000,Male,24,0,2,Other,Health,1,1,No,Yes,Yes,4,14,16,17
55000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,23,2,1,Public,Public,3,0,Yes,Yes,Yes,6,12,15,18
72000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,29,0,3,At Home,Health,1,1,No,Yes,Yes,12,11,15,18
42000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,27,0,2,Health,Teacher,3,0,Yes,Yes,Yes,2,16,16,17
39000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,22,2,2,Public,Teacher,1,1,Yes,Yes,No,5,13,10,14
38000,Technician,"Technical Skills, Problem-Solving, Attention to Detail, Manual Dexterity, Communication",10000-20000,Male,25,0,1,Public,Public,4,0,Yes,No,Yes,3,10,11,11
58000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,29,0,3,At Home,Teacher,4,1,No,Yes,Yes,10,16,15,18
50000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,30,0,1,Public,Public,1,0,Yes,Yes,Yes,7,14,15,16
45000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,27,3,0,Teacher,Teacher,3,1,No,Yes,No,15,15,16,17
72000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,26,0,2,Health,Health,2,2,Yes,Yes,Yes,11,14,12,14
85000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,25,0,3,At Home,Health,1,1,Yes,Yes,Yes,5,12,15,18
35000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,23,3,1,Public,Teacher,1,1,No,Yes,No,6,12,9,14
45000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,26,3,0,Public,Teacher,1,1,No,Yes,No,6,12,9,12
68000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,27,0,2,Health,Health,1,1,Yes,Yes,Yes,3,14,15,16
60000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Female,28,2,1,Teacher,Teacher,1,0,Yes,Yes,Yes,8,13,14,15
75000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,30,0,3,At Home,Health,1,1,No,Yes,Yes,7,11,15,18
56000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Female,28,2,1,Health,Teacher,2,0,Yes,Yes,Yes,2,10,11,12
45000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Male,28,1,2,Health,Public,3,0,Yes,Yes,Yes,9,13,14,13
45000,Clerk,"Organizational Skills, Attention to Detail, Computer Skills, Communication, Time Management",10000-15000,Male,23,0,2,Other,Health,1,1,No,Yes,Yes,4,14,16,17
55000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,28,2,1,Health,Health,3,0,Yes,Yes,Yes,6,16,14,16
58000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,29,1,3,Public,Teacher,4,1,No,Yes,Yes,10,16,15,18
55000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,28,3,0,Health,Health,3,0,Yes,Yes,Yes,7,16,14,16
43000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,26,3,0,Teacher,Teacher,3,1,No,Yes,No,13,15,16,17
62000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Female,29,3,0,Health,Health,2,1,Yes,Yes,Yes,7,14,15,16
80000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,26,1,2,At Home,Health,1,1,Yes,Yes,Yes,7,13,16,17
42000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,27,0,1,Public,Public,3,0,Yes,Yes,Yes,2,10,11,12
42000,Technician,"Technical Skills, Problem-Solving, Attention to Detail, Manual Dexterity, Communication",10000-20000,Female,22,0,3,Other,Health,1,1,Yes,Yes,Yes,9,13,15,18
48000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,25,1,2,Teacher,Teacher,2,1,Yes,Yes,Yes,10,15,15,16
45000,Clerk,"Organizational Skills, Attention to Detail, Computer Skills, Communication, Time Management",10000-15000,Female,24,0,2,Other,Teacher,1,1,No,Yes,Yes,6,11,9,16
58000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,23,2,1,Public,Public,3,0,Yes,Yes,Yes,6,15,14,15
32000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Female,26,2,1,Health,Public,2,0,Yes,Yes,Yes,2,9,10,12
60000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,27,1,2,Public,Health,2,1,Yes,Yes,Yes,5,14,12,16
72000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,26,1,2,At Home,Health,1,1,Yes,Yes,Yes,7,13,16,17
46000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,24,3,0,Public,Teacher,1,1,No,Yes,No,5,14,10,14
55000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Male,25,0,1,Public,Public,3,0,Yes,Yes,Yes,3,10,11,12
55000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Female,25,3,0,Teacher,Teacher,2,1,No,Yes,No,4,14,10,14
43000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Female,23,1,3,Other,Teacher,1,1,Yes,Yes,No,2,13,11,14
35000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,22,1,3,Other,Teacher,1,1,Yes,Yes,No,2,13,11,14
52000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Male,28,2,0,Public,Public,3,0,Yes,Yes,Yes,9,16,14,15
